,Year (Gregorian),Year (Hijri),Province,Education Department,Education_Office,Authority,Educational_Level,School_Type,School_Gender,School_System,Total_Classes,Total_Students,Total_Saudi_Students,New_Students,New_Saudi_Students,Total_Teachers,Total_Saudi_Teachers,Total_AdmInistrators,Total_Saudi_AdmInistrators,Total_Servants,Total_Workers,Total_Foreign_Students,Total_Foreign_Teachers,Students Per Class
23269,2021,1442,Makkah,Education Department In Al-Qunfudah,Al-Muzaylif Education Office,Public,Middle,Religious (Koranic),Girls,General system,3,61,60,13,12,9,9,5,5,0,0,1,0,20.0
23270,2021,1442,Makkah,Education Department In Al-Qunfudah,Al-Muzaylif Education Office,Public,Middle,Special education,Girls,General system,3,7,7,6,6,1,1,0,0,0,0,0,0,2.0
23271,2021,1442,Makkah,Education Department In Al-Qunfudah,Al-Muzaylif Education Office,Public,Middle,Day,Girls,General system,45,1191,1170,390,382,116,116,56,56,1,10,21,0,26.0
23272,2021,1442,Makkah,Education Department In Al-Qunfudah,Al-Muzaylif Education Office,Public,KIndergarten,Day,Girls,General system,41,900,899,0,0,44,44,43,43,1,3,1,0,22.0
23273,2021,1442,Makkah,Education Department In Al-Qunfudah,Thurayban Education Office,Private,KIndergarten,Day,Girls,General system,4,38,29,5,3,3,3,1,1,0,0,9,0,10.0
23274,2021,1442,Makkah,Education Department In Al-Qunfudah,Thurayban Education Office,Public,Elementary,Religious (Koranic),Girls,General system,12,113,94,20,18,22,22,8,8,1,0,19,0,9.0
23275,2021,1442,Makkah,Education Department In Al-Qunfudah,Thurayban Education Office,Public,Elementary,Special education,Girls,General system,5,6,6,0,0,6,6,1,1,0,0,0,0,1.0
23276,2021,1442,Makkah,Education Department In Al-Qunfudah,Thurayban Education Office,Public,Elementary,Day,Girls,General system,129,1454,1421,260,253,192,192,76,76,1,18,33,0,11.0
23277,2021,1442,Makkah,Education Department In Al-Qunfudah,Thurayban Education Office,Public,High,Day,Girls,Course system,42,547,538,201,198,64,64,12,12,0,2,9,0,13.0
23278,2021,1442,Makkah,Education Department In Al-Qunfudah,Thurayban Education Office,Public,Middle,Religious (Koranic),Girls,General system,3,27,20,11,9,8,8,1,1,0,0,7,0,9.0
23279,2021,1442,Makkah,Education Department In Al-Qunfudah,Thurayban Education Office,Public,Middle,Special education,Girls,General system,3,5,5,3,3,1,1,1,1,0,0,0,0,2.0
23280,2021,1442,Makkah,Education Department In Al-Qunfudah,Thurayban Education Office,Public,Middle,Day,Girls,General system,29,565,560,187,185,71,71,18,18,0,2,5,0,19.0
23281,2021,1442,Makkah,Education Department In Al-Qunfudah,Thurayban Education Office,Public,KIndergarten,Day,Girls,General system,18,353,353,0,0,17,17,17,17,0,6,0,0,20.0
23282,2021,1442,Makkah,Education Department In Al-Qunfudah,Haly Education Office,Private,KIndergarten,Day,Girls,General system,4,11,7,3,3,3,3,1,1,0,0,4,0,3.0
23283,2021,1442,Makkah,Education Department In Al-Qunfudah,Haly Education Office,Public,Elementary,Adult Education ,Girls,General system,3,26,26,0,0,0,0,0,0,0,0,0,0,9.0
23284,2021,1442,Makkah,Education Department In Al-Qunfudah,Haly Education Office,Public,Elementary,Religious (Koranic),Girls,General system,6,72,71,10,10,16,16,8,8,0,1,1,0,12.0
23285,2021,1442,Makkah,Education Department In Al-Qunfudah,Haly Education Office,Public,Elementary,Special education,Girls,General system,7,13,13,0,0,8,8,4,4,0,0,0,0,2.0
23286,2021,1442,Makkah,Education Department In Al-Qunfudah,Haly Education Office,Public,Elementary,Day,Girls,General system,142,2270,2210,493,483,299,299,157,157,3,18,60,0,16.0
23287,2021,1442,Makkah,Education Department In Al-Qunfudah,Haly Education Office,Public,High,Day,Girls,Course system,50,922,898,312,300,87,87,26,26,0,6,24,0,18.0
23288,2021,1442,Makkah,Education Department In Al-Qunfudah,Haly Education Office,Public,Middle,Religious (Koranic),Girls,General system,3,34,33,11,10,10,10,4,4,0,0,1,0,11.0
23289,2021,1442,Makkah,Education Department In Al-Qunfudah,Haly Education Office,Public,Middle,Special education,Girls,General system,4,10,10,3,3,2,2,0,0,0,0,0,0,2.0
23290,2021,1442,Makkah,Education Department In Al-Qunfudah,Haly Education Office,Public,Middle,Day,Girls,General system,37,859,842,271,264,109,109,56,56,0,4,17,0,23.0
23291,2021,1442,Makkah,Education Department In Al-Qunfudah,Haly Education Office,Public,KIndergarten,Day,Girls,General system,41,721,721,0,0,43,43,41,41,0,7,0,0,18.0
23292,2021,1442,Makkah,Education Department In Al-Qunfudah,Namerah Education Office,Private,KIndergarten,Day,Girls,General system,5,30,27,1,0,3,3,2,2,0,0,3,0,6.0
23293,2021,1442,Makkah,Education Department In Al-Qunfudah,Namerah Education Office,Public,Elementary,Adult Education ,Girls,General system,3,78,78,6,6,0,0,0,0,0,0,0,0,26.0
23294,2021,1442,Makkah,Education Department In Al-Qunfudah,Namerah Education Office,Public,Elementary,Religious (Koranic),Girls,General system,6,128,106,24,19,11,11,6,6,0,1,22,0,21.0
23295,2021,1442,Makkah,Education Department In Al-Qunfudah,Namerah Education Office,Public,Elementary,Special education,Girls,General system,10,15,14,1,1,9,9,2,2,0,0,1,0,2.0
23296,2021,1442,Makkah,Education Department In Al-Qunfudah,Namerah Education Office,Public,Elementary,Day,Girls,General system,168,2343,2290,429,425,258,258,112,112,2,28,53,0,14.0
23297,2021,1442,Makkah,Education Department In Al-Qunfudah,Namerah Education Office,Public,High,Day,Girls,Course system,51,1081,1046,372,359,77,77,20,20,0,5,35,0,21.0
23298,2021,1442,Makkah,Education Department In Al-Qunfudah,Namerah Education Office,Public,Middle,Religious (Koranic),Girls,General system,3,43,34,14,11,11,11,4,4,0,1,9,0,14.0
23299,2021,1442,Makkah,Education Department In Al-Qunfudah,Namerah Education Office,Public,Middle,Special education,Girls,General system,2,3,3,1,1,1,1,0,0,0,0,0,0,2.0
23300,2021,1442,Makkah,Education Department In Al-Qunfudah,Namerah Education Office,Public,Middle,Day,Girls,General system,49,1142,1116,361,352,109,109,27,27,0,5,26,0,23.0
23301,2021,1442,Makkah,Education Department In Al-Qunfudah,Namerah Education Office,Public,KIndergarten,Day,Girls,General system,21,490,490,0,0,23,23,22,22,2,2,0,0,23.0
23302,2021,1442,Makkah,Education Department In. Al-Laith, Al-Laith Department,Private,KIndergarten,Day,Girls,General system,9,82,72,2,2,12,12,1,1,0,0,10,0,9.0
23303,2021,1442,Makkah,Education Department In. Al-Laith, Al-Laith Department,Public,Elementary,Adult Education ,Girls,General system,30,278,276,57,56,0,0,0,0,0,0,2,0,9.0
23304,2021,1442,Makkah,Education Department In. Al-Laith, Al-Laith Department,Public,Elementary,Religious (Koranic),Girls,General system,30,409,397,90,90,74,74,8,8,0,1,12,0,14.0
23305,2021,1442,Makkah,Education Department In. Al-Laith, Al-Laith Department,Public,Elementary,Special education,Girls,General system,15,18,17,1,1,15,15,0,0,0,0,1,0,1.0
23306,2021,1442,Makkah,Education Department In. Al-Laith, Al-Laith Department,Public,Elementary,Day,Girls,General system,300,4945,4773,804,778,593,593,74,74,3,25,172,0,16.0
23307,2021,1442,Makkah,Education Department In. Al-Laith, Al-Laith Department,Public,High,Special education,Girls,General system,2,7,7,5,5,0,0,0,0,0,0,0,0,4.0
23308,2021,1442,Makkah,Education Department In. Al-Laith, Al-Laith Department,Public,High,Special education,Girls,Course system,2,2,2,0,0,2,2,0,0,0,0,0,0,1.0
23309,2021,1442,Makkah,Education Department In. Al-Laith, Al-Laith Department,Public,High,Adult Education ,Girls,Course system,1,9,9,2,2,6,6,0,0,0,0,0,0,9.0
23310,2021,1442,Makkah,Education Department In. Al-Laith, Al-Laith Department,Public,High,Day,Girls,Course system,150,2126,2082,719,698,315,315,12,12,0,3,44,0,14.0
23311,2021,1442,Makkah,Education Department In. Al-Laith, Al-Laith Department,Public,Middle,Religious (Koranic),Girls,General system,6,74,71,27,26,25,25,0,0,0,1,3,0,12.0
23312,2021,1442,Makkah,Education Department In. Al-Laith, Al-Laith Department,Public,Middle,Special education,Girls,General system,2,5,5,4,4,3,3,0,0,0,0,0,0,2.0
23313,2021,1442,Makkah,Education Department In. Al-Laith, Al-Laith Department,Public,Middle,Day,Girls,General system,120,2275,2229,797,778,331,331,33,33,5,15,46,0,19.0
23314,2021,1442,Makkah,Education Department In. Al-Laith, Al-Laith Department,Public,KIndergarten,Day,Girls,General system,83,1275,1267,0,0,109,109,19,19,1,16,8,0,15.0
23315,2021,1442,Makkah,Education Department In. Al-Laith,Adham,Public,Elementary,Adult Education ,Boys,General system,4,22,19,0,0,0,0,0,0,0,0,3,0,6.0
23316,2021,1442,Makkah,Education Department In. Al-Laith,Adham,Public,Elementary,Religious (Koranic),Boys,General system,12,94,86,11,9,27,27,2,2,0,0,8,0,8.0
23317,2021,1442,Makkah,Education Department In. Al-Laith,Adham,Public,Elementary,Special education,Boys,General system,6,17,15,3,3,5,5,0,0,0,0,2,0,3.0
23318,2021,1442,Makkah,Education Department In. Al-Laith,Adham,Public,Elementary,Day,Boys,General system,110,1293,1267,126,126,232,232,13,13,0,1,26,0,12.0
23319,2021,1442,Makkah,Education Department In. Al-Laith,Adham,Public,High,Special education,Boys,General system,2,6,6,0,0,2,2,0,0,0,0,0,0,3.0
23320,2021,1442,Makkah,Education Department In. Al-Laith,Adham,Public,High,Adult Education ,Boys,Course system,6,175,174,47,46,0,0,0,0,0,0,1,0,29.0
23321,2021,1442,Makkah,Education Department In. Al-Laith,Adham,Public,High,Day,Boys,Course system,65,822,785,288,278,117,117,3,3,0,1,37,0,13.0
23322,2021,1442,Makkah,Education Department In. Al-Laith,Adham,Public,Middle,Religious (Koranic),Boys,General system,3,36,30,12,9,9,9,1,1,0,1,6,0,12.0
23323,2021,1442,Makkah,Education Department In. Al-Laith,Adham,Public,Middle,Special education,Boys,General system,1,2,2,0,0,0,0,0,0,0,0,0,0,2.0
23324,2021,1442,Makkah,Education Department In. Al-Laith,Adham,Public,Middle,Adult Education ,Boys,General system,8,50,40,7,4,0,0,0,0,0,0,10,0,6.0
23325,2021,1442,Makkah,Education Department In. Al-Laith,Adham,Public,Middle,Day,Boys,General system,46,789,747,274,253,141,141,6,6,0,0,42,0,17.0
23326,2021,1442,Makkah,Education Department In. Al-Laith,Al-Laith,Public,Elementary,Adult Education ,Boys,General system,13,114,92,36,34,0,0,0,0,0,0,22,0,9.0
23327,2021,1442,Makkah,Education Department In. Al-Laith,Al-Laith,Public,Elementary,Religious (Koranic),Boys,General system,24,318,293,44,41,45,45,2,2,0,0,25,0,13.0
23328,2021,1442,Makkah,Education Department In. Al-Laith,Al-Laith,Public,Elementary,Special education,Boys,General system,19,31,30,2,2,15,15,0,0,0,0,1,0,2.0
23329,2021,1442,Makkah,Education Department In. Al-Laith,Al-Laith,Public,Elementary,Day,Boys,General system,181,2854,2768,301,293,333,333,22,22,1,5,86,0,16.0
23330,2021,1442,Makkah,Education Department In. Al-Laith,Al-Laith,Public,High,Religious (Koranic),Boys,Course system,3,38,34,14,12,10,10,0,0,0,0,4,0,13.0
23331,2021,1442,Makkah,Education Department In. Al-Laith,Al-Laith,Public,High,Special education,Boys,General system,6,10,10,1,1,6,6,0,0,0,0,0,0,2.0
23332,2021,1442,Makkah,Education Department In. Al-Laith,Al-Laith,Public,High,Special education,Boys,Course system,2,4,4,0,0,1,1,0,0,0,0,0,0,2.0
23333,2021,1442,Makkah,Education Department In. Al-Laith,Al-Laith,Public,High,Adult Education ,Boys,Course system,3,117,113,69,65,0,0,0,0,0,0,4,0,39.0
23334,2021,1442,Makkah,Education Department In. Al-Laith,Al-Laith,Public,High,Day,Boys,General system,0,2,2,0,0,0,0,0,0,0,0,0,0,inf
23335,2021,1442,Makkah,Education Department In. Al-Laith,Al-Laith,Public,High,Day,Boys,Course system,100,1739,1708,631,622,171,171,7,7,0,0,31,0,17.0
23336,2021,1442,Makkah,Education Department In. Al-Laith,Al-Laith,Public,Middle,Religious (Koranic),Boys,General system,12,145,138,46,44,41,41,2,2,1,0,7,0,12.0
23337,2021,1442,Makkah,Education Department In. Al-Laith,Al-Laith,Public,Middle,Special education,Boys,General system,4,8,8,3,3,2,2,0,0,0,0,0,0,2.0
23338,2021,1442,Makkah,Education Department In. Al-Laith,Al-Laith,Public,Middle,Adult Education ,Boys,General system,13,136,131,45,40,0,0,0,0,0,0,5,0,10.0
23339,2021,1442,Makkah,Education Department In. Al-Laith,Al-Laith,Public,Middle,Day,Boys,General system,89,1509,1477,498,483,277,277,17,17,0,0,32,0,17.0
23340,2021,1442,Makkah,Education Department In. Al-Laith,Rabooa Alaean,Public,Elementary,Adult Education ,Boys,General system,2,18,18,11,11,0,0,0,0,0,0,0,0,9.0
23341,2021,1442,Makkah,Education Department In. Al-Laith,Rabooa Alaean,Public,Elementary,Religious (Koranic),Boys,General system,12,167,167,17,17,22,22,0,0,0,1,0,0,14.0
23342,2021,1442,Makkah,Education Department In. Al-Laith,Rabooa Alaean,Public,Elementary,Special education,Boys,General system,1,1,1,0,0,2,2,0,0,0,0,0,0,1.0
23343,2021,1442,Makkah,Education Department In. Al-Laith,Rabooa Alaean,Public,Elementary,Day,Boys,General system,36,458,456,52,52,59,59,7,7,0,2,2,0,13.0
23344,2021,1442,Makkah,Education Department In. Al-Laith,Rabooa Alaean,Public,High,Adult Education ,Boys,Course system,3,44,44,25,25,0,0,0,0,0,0,0,0,15.0
23345,2021,1442,Makkah,Education Department In. Al-Laith,Rabooa Alaean,Public,High,Day,Boys,Course system,17,309,308,114,113,57,57,0,0,0,0,1,0,18.0
23346,2021,1442,Makkah,Education Department In. Al-Laith,Rabooa Alaean,Public,Middle,Religious (Koranic),Boys,General system,3,37,37,10,10,14,14,1,1,0,0,0,0,12.0
23347,2021,1442,Makkah,Education Department In. Al-Laith,Rabooa Alaean,Public,Middle,Special education,Boys,General system,2,3,3,1,1,1,1,0,0,0,0,0,0,2.0
23348,2021,1442,Makkah,Education Department In. Al-Laith,Rabooa Alaean,Public,Middle,Day,Boys,General system,18,304,304,98,98,58,58,3,3,0,0,0,0,17.0
23349,2021,1442,Makkah,Education Department In. Al-Laith,Adham Office ,Private,KIndergarten,Day,Girls,General system,3,41,37,3,3,3,3,1,1,0,0,4,0,14.0
23350,2021,1442,Makkah,Education Department In. Al-Laith,Adham Office,Public,Elementary,Adult Education ,Girls,General system,15,107,88,41,32,0,0,0,0,0,0,19,0,7.0
23351,2021,1442,Makkah,Education Department In. Al-Laith,Adham Office,Public,Elementary,Religious (Koranic),Girls,General system,6,79,72,17,17,17,17,3,3,0,0,7,0,13.0
23352,2021,1442,Makkah,Education Department In. Al-Laith,Adham Office,Public,Elementary,Special education,Girls,General system,2,4,3,0,0,3,3,0,0,0,0,1,0,2.0
23353,2021,1442,Makkah,Education Department In. Al-Laith,Adham Office,Public,Elementary,Day,Girls,General system,119,1673,1582,283,273,257,257,39,39,1,19,91,0,14.0
23354,2021,1442,Makkah,Education Department In. Al-Laith,Adham Office,Public,High,Special education,Girls,General system,3,12,12,0,0,4,4,0,0,0,0,0,0,4.0
23355,2021,1442,Makkah,Education Department In. Al-Laith,Adham Office,Public,High,Day,Girls,Course system,80,831,809,274,272,145,145,12,12,0,0,22,0,10.0
23356,2021,1442,Makkah,Education Department In. Al-Laith,Adham Office,Public,Middle,Special education,Girls,General system,1,1,1,0,0,1,1,0,0,0,1,0,0,1.0
23357,2021,1442,Makkah,Education Department In. Al-Laith,Adham Office,Public,Middle,Adult Education ,Girls,General system,2,13,13,0,0,0,0,0,0,0,0,0,0,6.0
23358,2021,1442,Makkah,Education Department In. Al-Laith,Adham Office,Public,Middle,Day,Girls,General system,51,778,748,301,298,159,159,15,15,0,4,30,0,15.0
23359,2021,1442,Makkah,Education Department In. Al-Laith,Adham Office,Public,KIndergarten,Day,Girls,General system,32,402,401,0,0,43,43,12,11,0,3,1,0,13.0
23360,2021,1442,Makkah,Education Department In. Al-Laith,Al-Laith S. Education Office,Public,Elementary,Adult Education ,Boys,General system,4,50,48,19,18,0,0,0,0,0,0,2,0,12.0
23361,2021,1442,Makkah,Education Department In. Al-Laith,Al-Laith S. Education Office,Public,Elementary,Religious (Koranic),Boys,General system,11,110,106,16,16,17,17,1,1,0,0,4,0,10.0
23362,2021,1442,Makkah,Education Department In. Al-Laith,Al-Laith S. Education Office,Public,Elementary,Special education,Boys,General system,7,7,7,0,0,3,3,0,0,0,0,0,0,1.0
23363,2021,1442,Makkah,Education Department In. Al-Laith,Al-Laith S. Education Office,Public,Elementary,Day,Boys,General system,62,1090,1077,112,106,152,152,17,17,1,1,13,0,18.0
23364,2021,1442,Makkah,Education Department In. Al-Laith,Al-Laith S. Education Office,Public,High,Special education,Boys,General system,1,3,3,0,0,2,2,0,0,0,0,0,0,3.0
23365,2021,1442,Makkah,Education Department In. Al-Laith,Al-Laith S. Education Office,Public,High,Adult Education ,Boys,Course system,2,42,41,14,14,0,0,0,0,0,0,1,0,21.0
23366,2021,1442,Makkah,Education Department In. Al-Laith,Al-Laith S. Education Office,Public,High,Day,Boys,Course system,42,649,639,225,222,87,87,3,3,0,0,10,0,15.0
23367,2021,1442,Makkah,Education Department In. Al-Laith,Al-Laith S. Education Office,Public,Middle,Religious (Koranic),Boys,General system,3,24,23,12,12,9,9,1,1,1,0,1,0,8.0
23368,2021,1442,Makkah,Education Department In. Al-Laith,Al-Laith S. Education Office,Public,Middle,Special education,Boys,General system,3,4,4,0,0,2,2,0,0,0,0,0,0,1.0
23369,2021,1442,Makkah,Education Department In. Al-Laith,Al-Laith S. Education Office,Public,Middle,Day,Boys,General system,30,599,597,189,189,78,78,6,6,0,0,2,0,20.0
23370,2021,1442,Makkah,Education Department In. Al-Laith,Rabooa Alaean Education Office,Public,Elementary,Adult Education ,Girls,General system,7,55,55,8,8,0,0,0,0,0,0,0,0,8.0
23371,2021,1442,Makkah,Education Department In. Al-Laith,Rabooa Alaean Education Office,Public,Elementary,Religious (Koranic),Girls,General system,6,94,94,17,17,10,10,2,2,0,0,0,0,16.0
23372,2021,1442,Makkah,Education Department In. Al-Laith,Rabooa Alaean Education Office,Public,Elementary,Special education,Girls,General system,2,3,3,1,1,1,1,0,0,0,0,0,0,2.0
23373,2021,1442,Makkah,Education Department In. Al-Laith,Rabooa Alaean Education Office,Public,Elementary,Day,Girls,General system,50,671,663,132,131,93,93,11,11,0,13,8,0,13.0
23374,2021,1442,Makkah,Education Department In. Al-Laith,Rabooa Alaean Education Office,Public,High,Special education,Girls,General system,1,3,3,0,0,1,1,0,0,0,0,0,0,3.0
23375,2021,1442,Makkah,Education Department In. Al-Laith,Rabooa Alaean Education Office,Public,High,Day,Girls,Course system,30,339,339,113,113,59,59,3,3,0,0,0,0,11.0
23376,2021,1442,Makkah,Education Department In. Al-Laith,Rabooa Alaean Education Office,Public,Middle,Religious (Koranic),Girls,General system,3,28,28,7,7,8,8,0,0,0,0,0,0,9.0
23377,2021,1442,Makkah,Education Department In. Al-Laith,Rabooa Alaean Education Office,Public,Middle,Special education,Girls,General system,1,3,3,0,0,0,0,0,0,0,0,0,0,3.0
23378,2021,1442,Makkah,Education Department In. Al-Laith,Rabooa Alaean Education Office,Public,Middle,Day,Girls,General system,18,311,310,93,93,48,48,5,5,0,3,1,0,17.0
23379,2021,1442,Makkah,Education Department In. Al-Laith,Rabooa Alaean Education Office,Public,KIndergarten,Day,Girls,General system,12,120,120,0,0,15,15,4,4,0,0,0,0,10.0
23380,2021,1442,Makkah,Education Department In At-Taif,Hadaad Bani Malik Education Office,Public,Elementary,Adult Education ,Girls,General system,4,52,52,26,26,0,0,0,0,0,0,0,0,13.0
23381,2021,1442,Makkah,Education Department In At-Taif,Hadaad Bani Malik Education Office,Public,Elementary,Religious (Koranic),Girls,General system,6,45,44,5,5,11,11,1,1,0,0,1,0,8.0
23382,2021,1442,Makkah,Education Department In At-Taif,Hadaad Bani Malik Education Office,Public,Elementary,Special education,Girls,General system,2,2,2,0,0,4,4,0,0,0,0,0,0,1.0
23383,2021,1442,Makkah,Education Department In At-Taif,Hadaad Bani Malik Education Office,Public,Elementary,Day,Girls,General system,61,699,676,113,109,119,119,32,32,5,8,23,0,11.0
23384,2021,1442,Makkah,Education Department In At-Taif,Hadaad Bani Malik Education Office,Public,High,Day,Girls,Course system,48,401,394,147,143,109,109,8,8,0,1,7,0,8.0
23385,2021,1442,Makkah,Education Department In At-Taif,Hadaad Bani Malik Education Office,Public,Middle,Religious (Koranic),Girls,General system,3,20,19,4,4,11,11,1,1,0,0,1,0,7.0
23386,2021,1442,Makkah,Education Department In At-Taif,Hadaad Bani Malik Education Office,Public,Middle,Day,Girls,General system,21,362,351,121,118,75,75,13,13,1,3,11,0,17.0
23387,2021,1442,Makkah,Education Department In At-Taif,Hadaad Bani Malik Education Office,Public,KIndergarten,Day,Girls,General system,14,200,200,0,0,15,15,6,6,0,3,0,0,14.0
23388,2021,1442,Makkah,Education Department In At-Taif,Al-Khurma Education Office ,Private,KIndergarten,Day,Girls,General system,3,43,32,3,3,3,3,0,0,0,0,11,0,14.0
23389,2021,1442,Makkah,Education Department In At-Taif,Al-Khurma Education Office ,Public,Elementary,Adult Education ,Girls,General system,15,111,110,24,24,0,0,0,0,0,0,1,0,7.0
23390,2021,1442,Makkah,Education Department In At-Taif,Al-Khurma Education Office ,Public,Elementary,Religious (Koranic),Girls,General system,12,269,269,50,50,19,19,3,3,0,0,0,0,22.0
23391,2021,1442,Makkah,Education Department In At-Taif,Al-Khurma Education Office ,Public,Elementary,Special education,Girls,General system,3,4,4,0,0,5,5,0,0,0,0,0,0,1.0
23392,2021,1442,Makkah,Education Department In At-Taif,Al-Khurma Education Office ,Public,Elementary,Day,Girls,General system,130,2012,1934,286,273,217,217,56,56,5,8,78,0,15.0
23393,2021,1442,Makkah,Education Department In At-Taif,Al-Khurma Education Office ,Public,High,Religious (Koranic),Girls,Course system,3,65,65,23,23,11,11,0,0,0,0,0,0,22.0
23394,2021,1442,Makkah,Education Department In At-Taif,Al-Khurma Education Office ,Public,High,Special education,Girls,Course system,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0
23395,2021,1442,Makkah,Education Department In At-Taif,Al-Khurma Education Office ,Public,High,Day,Girls,Course system,53,947,916,317,302,128,128,19,19,0,1,31,0,18.0
23396,2021,1442,Makkah,Education Department In At-Taif,Al-Khurma Education Office ,Public,Middle,Religious (Koranic),Girls,General system,6,112,112,41,41,13,13,7,7,1,0,0,0,19.0
23397,2021,1442,Makkah,Education Department In At-Taif,Al-Khurma Education Office ,Public,Middle,Special education,Girls,General system,5,9,9,3,3,3,3,4,4,0,0,0,0,2.0
23398,2021,1442,Makkah,Education Department In At-Taif,Al-Khurma Education Office ,Public,Middle,Day,Girls,General system,45,1062,1013,361,341,106,106,32,32,1,4,49,0,24.0
23399,2021,1442,Makkah,Education Department In At-Taif,Al-Khurma Education Office ,Public,KIndergarten,Day,Girls,General system,32,580,579,0,0,52,52,28,28,4,2,1,0,18.0
23400,2021,1442,Makkah,Education Department In At-Taif,Al-Muwayah Education Office,Public,Elementary,Adult Education ,Girls,General system,21,137,136,25,24,0,0,0,0,0,0,1,0,7.0
23401,2021,1442,Makkah,Education Department In At-Taif,Al-Muwayah Education Office,Public,Elementary,Religious (Koranic),Girls,General system,12,143,138,26,26,24,24,4,4,0,0,5,0,12.0
23402,2021,1442,Makkah,Education Department In At-Taif,Al-Muwayah Education Office,Public,Elementary,Day,Girls,General system,121,2138,2089,381,370,200,200,42,42,5,11,49,0,18.0
23403,2021,1442,Makkah,Education Department In At-Taif,Al-Muwayah Education Office,Public,High,Day,Girls,Course system,54,888,873,290,286,156,156,5,5,0,2,15,0,16.0
23404,2021,1442,Makkah,Education Department In At-Taif,Al-Muwayah Education Office,Public,Middle,Religious (Koranic),Girls,General system,3,34,34,6,6,10,10,6,6,0,0,0,0,11.0
23405,2021,1442,Makkah,Education Department In At-Taif,Al-Muwayah Education Office,Public,Middle,Special education,Girls,General system,1,3,3,0,0,5,5,0,0,0,0,0,0,3.0
23406,2021,1442,Makkah,Education Department In At-Taif,Al-Muwayah Education Office,Public,Middle,Day,Girls,General system,48,974,955,350,343,147,147,23,23,1,3,19,0,20.0
23407,2021,1442,Makkah,Education Department In At-Taif,Al-Muwayah Education Office,Public,KIndergarten,Day,Girls,General system,27,409,408,0,0,48,48,32,32,1,1,1,0,15.0
23408,2021,1442,Makkah,Education Department In At-Taif,Turbah Education Office,Private,KIndergarten,Day,Girls,General system,4,30,25,5,5,4,4,0,0,0,0,5,0,8.0
23409,2021,1442,Makkah,Education Department In At-Taif,Turbah Education Office,Public,Elementary,Adult Education ,Girls,General system,14,142,142,16,16,0,0,0,0,0,0,0,0,10.0
23410,2021,1442,Makkah,Education Department In At-Taif,Turbah Education Office,Public,Elementary,Religious (Koranic),Girls,General system,6,90,90,14,14,11,11,3,3,0,0,0,0,15.0
23411,2021,1442,Makkah,Education Department In At-Taif,Turbah Education Office,Public,Elementary,Special education,Girls,General system,1,2,2,0,0,5,5,0,0,0,0,0,0,2.0
23412,2021,1442,Makkah,Education Department In At-Taif,Turbah Education Office,Public,Elementary,Day,Girls,General system,122,2469,2341,372,353,201,201,90,90,4,7,128,0,20.0
23413,2021,1442,Makkah,Education Department In At-Taif,Turbah Education Office,Public,High,Religious (Koranic),Girls,Course system,3,21,21,2,2,8,8,4,4,0,0,0,0,7.0
23414,2021,1442,Makkah,Education Department In At-Taif,Turbah Education Office,Public,High,Day,Girls,Course system,73,1167,1131,410,403,176,176,24,24,0,0,36,0,16.0
23415,2021,1442,Makkah,Education Department In At-Taif,Turbah Education Office,Public,Middle,Religious (Koranic),Girls,General system,3,38,38,11,11,10,10,1,1,0,0,0,0,13.0
23416,2021,1442,Makkah,Education Department In At-Taif,Turbah Education Office,Public,Middle,Special education,Girls,General system,2,2,2,1,1,0,0,0,0,0,0,0,0,1.0
23417,2021,1442,Makkah,Education Department In At-Taif,Turbah Education Office,Public,Middle,Adult Education ,Girls,General system,3,18,18,7,7,8,8,1,1,0,0,0,0,6.0
23418,2021,1442,Makkah,Education Department In At-Taif,Turbah Education Office,Public,Middle,Day,Girls,General system,46,1183,1126,404,379,139,139,42,42,0,3,57,0,26.0
23419,2021,1442,Makkah,Education Department In At-Taif,Turbah Education Office,Public,KIndergarten,Day,Girls,General system,18,289,288,0,0,18,18,4,4,0,2,1,0,16.0
23420,2021,1442,Makkah,Education Department In At-Taif,Al-Hawiyah Education Office ,Private,Elementary,Day,Girls,General system,24,254,239,83,75,34,34,0,0,0,0,15,0,11.0
23421,2021,1442,Makkah,Education Department In At-Taif,Al-Hawiyah Education Office ,Private,KIndergarten,Day,Girls,General system,11,84,82,2,2,12,12,4,4,0,0,2,0,8.0
23422,2021,1442,Makkah,Education Department In At-Taif,Al-Hawiyah Education Office ,Public,Elementary,Adult Education ,Girls,General system,31,369,357,70,68,0,0,1,1,2,0,12,0,12.0
23423,2021,1442,Makkah,Education Department In At-Taif,Al-Hawiyah Education Office ,Public,Elementary,Religious (Koranic),Girls,General system,30,545,544,96,95,61,61,19,19,2,2,1,0,18.0
23424,2021,1442,Makkah,Education Department In At-Taif,Al-Hawiyah Education Office ,Public,Elementary,Special education,Girls,General system,9,39,38,4,4,24,24,0,0,0,0,1,0,4.0
23425,2021,1442,Makkah,Education Department In At-Taif,Al-Hawiyah Education Office ,Public,Elementary,Day,Girls,General system,525,14519,13814,2462,2367,920,920,330,330,20,32,705,0,28.0
23426,2021,1442,Makkah,Education Department In At-Taif,Al-Hawiyah Education Office ,Public,High,Religious (Koranic),Girls,Course system,3,53,53,10,10,11,11,7,7,0,0,0,0,18.0
23427,2021,1442,Makkah,Education Department In At-Taif,Al-Hawiyah Education Office ,Public,High,Special education,Girls,General system,3,21,20,7,6,9,9,1,1,0,0,1,0,7.0
